pizza_name_id,pizza_name,pizza_ingredients,Items_Qty_In_Grams,pizza_size
napolitana_l,The Napolitana Pizza,Tomatoes,30.0,L
napolitana_l,The Napolitana Pizza,Anchovies,40.0,L
napolitana_l,The Napolitana Pizza,Green Olives,15.0,L
napolitana_l,The Napolitana Pizza,Red Onions,60.0,L
napolitana_l,The Napolitana Pizza,Garlic,15.0,L
napolitana_m,The Napolitana Pizza,Tomatoes,20.0,M
napolitana_m,The Napolitana Pizza,Anchovies,30.0,M
napolitana_m,The Napolitana Pizza,Green Olives,10.0,M
napolitana_m,The Napolitana Pizza,Red Onions,40.0,M
napolitana_m,The Napolitana Pizza,Garlic,10.0,M
napolitana_s,The Napolitana Pizza,Tomatoes,10.0,S
napolitana_s,The Napolitana Pizza,Anchovies,15.0,S
napolitana_s,The Napolitana Pizza,Green Olives,5.0,S
napolitana_s,The Napolitana Pizza,Red Onions,20.0,S
napolitana_s,The Napolitana Pizza,Garlic,5.0,S
pep_msh_pep_l,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni,60.0,L
pep_msh_pep_l,"The Pepperoni, Mushroom, and Peppers Pizza",Mushrooms,60.0,L
pep_msh_pep_l,"The Pepperoni, Mushroom, and Peppers Pizza",Green Peppers,20.0,L
pep_msh_pep_m,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni,40.0,M
pep_msh_pep_m,"The Pepperoni, Mushroom, and Peppers Pizza",Mushrooms,40.0,M
pep_msh_pep_m,"The Pepperoni, Mushroom, and Peppers Pizza",Green Peppers,15.0,M
pep_msh_pep_s,"The Pepperoni, Mushroom, and Peppers Pizza",Pepperoni,20.0,S
pep_msh_pep_s,"The Pepperoni, Mushroom, and Peppers Pizza",Mushrooms,20.0,S
pep_msh_pep_s,"The Pepperoni, Mushroom, and Peppers Pizza",Green Peppers,20.0,S
pepperoni_l,The Pepperoni Pizza,Mozzarella Cheese,30.0,L
pepperoni_l,The Pepperoni Pizza,Pepperoni,60.0,L
pepperoni_m,The Pepperoni Pizza,Mozzarella Cheese,20.0,M
pepperoni_m,The Pepperoni Pizza,Pepperoni,40.0,M
pepperoni_s,The Pepperoni Pizza,Mozzarella Cheese,10.0,S
pepperoni_s,The Pepperoni Pizza,Pepperoni,20.0,S
peppr_salami_l,The Pepper Salami Pizza,Genoa Salami,90.0,L
peppr_salami_l,The Pepper Salami Pizza,Capocollo,150.0,L
peppr_salami_l,The Pepper Salami Pizza,Pepperoni,60.0,L
peppr_salami_l,The Pepper Salami Pizza,Tomatoes,30.0,L
peppr_salami_l,The Pepper Salami Pizza,Asiago Cheese,30.0,L
peppr_salami_l,The Pepper Salami Pizza,Garlic,15.0,L
peppr_salami_m,The Pepper Salami Pizza,Genoa Salami,60.0,M
peppr_salami_m,The Pepper Salami Pizza,Capocollo,100.0,M
peppr_salami_m,The Pepper Salami Pizza,Pepperoni,40.0,M
peppr_salami_m,The Pepper Salami Pizza,Tomatoes,20.0,M
peppr_salami_m,The Pepper Salami Pizza,Asiago Cheese,20.0,M
peppr_salami_m,The Pepper Salami Pizza,Garlic,10.0,M
peppr_salami_s,The Pepper Salami Pizza,Genoa Salami,30.0,S
peppr_salami_s,The Pepper Salami Pizza,Capocollo,50.0,S
peppr_salami_s,The Pepper Salami Pizza,Pepperoni,20.0,S
peppr_salami_s,The Pepper Salami Pizza,Tomatoes,10.0,S
peppr_salami_s,The Pepper Salami Pizza,Asiago Cheese,10.0,S
peppr_salami_s,The Pepper Salami Pizza,Garlic,5.0,S
prsc_argla_l,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele,40.0,L
prsc_argla_l,The Prosciutto and Arugula Pizza,Arugula,15.0,L
prsc_argla_l,The Prosciutto and Arugula Pizza,Mozzarella Cheese,30.0,L
prsc_argla_m,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele,20.0,M
prsc_argla_m,The Prosciutto and Arugula Pizza,Arugula,10.0,M
prsc_argla_m,The Prosciutto and Arugula Pizza,Mozzarella Cheese,20.0,M
prsc_argla_s,The Prosciutto and Arugula Pizza,Prosciutto di San Daniele,10.0,S
prsc_argla_s,The Prosciutto and Arugula Pizza,Arugula,5.0,S
prsc_argla_s,The Prosciutto and Arugula Pizza,Mozzarella Cheese,10.0,S
sicilian_l,The Sicilian Pizza,Coarse Sicilian Salami,120.0,L
sicilian_l,The Sicilian Pizza,Tomatoes,30.0,L
sicilian_l,The Sicilian Pizza,Green Olives,15.0,L
sicilian_l,The Sicilian Pizza,Luganega Sausage,60.0,L
sicilian_l,The Sicilian Pizza,Onions,30.0,L
sicilian_l,The Sicilian Pizza,Garlic,15.0,L
sicilian_m,The Sicilian Pizza,Coarse Sicilian Salami,80.0,M
sicilian_m,The Sicilian Pizza,Tomatoes,20.0,M
sicilian_m,The Sicilian Pizza,Green Olives,10.0,M
sicilian_m,The Sicilian Pizza,Luganega Sausage,40.0,M
sicilian_m,The Sicilian Pizza,Onions,20.0,M
sicilian_m,The Sicilian Pizza,Garlic,10.0,M
sicilian_s,The Sicilian Pizza,Coarse Sicilian Salami,40.0,S
sicilian_s,The Sicilian Pizza,Tomatoes,10.0,S
sicilian_s,The Sicilian Pizza,Green Olives,5.0,S
sicilian_s,The Sicilian Pizza,Luganega Sausage,20.0,S
sicilian_s,The Sicilian Pizza,Onions,10.0,S
sicilian_s,The Sicilian Pizza,Garlic,5.0,S
soppressata_l,The Soppressata Pizza,Soppressata Salami,150.0,L
soppressata_l,The Soppressata Pizza,Fontina Cheese,30.0,L
soppressata_l,The Soppressata Pizza,Mozzarella Cheese,30.0,L
soppressata_l,The Soppressata Pizza,Mushrooms,60.0,L
soppressata_l,The Soppressata Pizza,Garlic,15.0,L
soppressata_m,The Soppressata Pizza,Soppressata Salami,100.0,M
soppressata_m,The Soppressata Pizza,Fontina Cheese,20.0,M
soppressata_m,The Soppressata Pizza,Mozzarella Cheese,20.0,M
soppressata_m,The Soppressata Pizza,Mushrooms,40.0,M
soppressata_m,The Soppressata Pizza,Garlic,10.0,M
soppressata_s,The Soppressata Pizza,Soppressata Salami,50.0,S
soppressata_s,The Soppressata Pizza,Fontina Cheese,10.0,S
soppressata_s,The Soppressata Pizza,Mozzarella Cheese,10.0,S
soppressata_s,The Soppressata Pizza,Mushrooms,20.0,S
soppressata_s,The Soppressata Pizza,Garlic,5.0,S
southw_ckn_l,The Southwest Chicken Pizza,Chicken,150.0,L
southw_ckn_l,The Southwest Chicken Pizza,Tomatoes,30.0,L
southw_ckn_l,The Southwest Chicken Pizza,Red Peppers,15.0,L
southw_ckn_l,The Southwest Chicken Pizza,Red Onions,60.0,L
southw_ckn_l,The Southwest Chicken Pizza,Jalapeno Peppers,15.0,L
southw_ckn_l,The Southwest Chicken Pizza,Corn,100.0,L
southw_ckn_l,The Southwest Chicken Pizza,Cilantro,15.0,L
southw_ckn_l,The Southwest Chicken Pizza,Chipotle Sauce,30.0,L
southw_ckn_m,The Southwest Chicken Pizza,Chicken,100.0,M
southw_ckn_m,The Southwest Chicken Pizza,Tomatoes,20.0,M
southw_ckn_m,The Southwest Chicken Pizza,Red Peppers,10.0,M
southw_ckn_m,The Southwest Chicken Pizza,Red Onions,40.0,M
southw_ckn_m,The Southwest Chicken Pizza,Jalapeno Peppers,10.0,M
southw_ckn_m,The Southwest Chicken Pizza,Corn,70.0,M
southw_ckn_m,The Southwest Chicken Pizza,Cilantro,10.0,M
southw_ckn_m,The Southwest Chicken Pizza,Chipotle Sauce,20.0,M
southw_ckn_s,The Southwest Chicken Pizza,Chicken,50.0,S
southw_ckn_s,The Southwest Chicken Pizza,Tomatoes,10.0,S
southw_ckn_s,The Southwest Chicken Pizza,Red Peppers,5.0,S
southw_ckn_s,The Southwest Chicken Pizza,Red Onions,20.0,S
southw_ckn_s,The Southwest Chicken Pizza,Jalapeno Peppers,5.0,S
southw_ckn_s,The Southwest Chicken Pizza,Corn,30.0,S
southw_ckn_s,The Southwest Chicken Pizza,Cilantro,5.0,S
southw_ckn_s,The Southwest Chicken Pizza,Chipotle Sauce,10.0,S
spicy_ital_l,The Spicy Italian Pizza,Capocollo,150.0,L
spicy_ital_l,The Spicy Italian Pizza,Tomatoes,30.0,L
spicy_ital_l,The Spicy Italian Pizza,Goat Cheese,60.0,L
spicy_ital_l,The Spicy Italian Pizza,Artichokes,20.0,L
spicy_ital_l,The Spicy Italian Pizza,Peperoncini verdi,15.0,L
spicy_ital_l,The Spicy Italian Pizza,Garlic,15.0,L
spicy_ital_m,The Spicy Italian Pizza,Capocollo,100.0,M
spicy_ital_m,The Spicy Italian Pizza,Tomatoes,20.0,M
spicy_ital_m,The Spicy Italian Pizza,Goat Cheese,40.0,M
spicy_ital_m,The Spicy Italian Pizza,Artichokes,15.0,M
spicy_ital_m,The Spicy Italian Pizza,Peperoncini verdi,10.0,M
spicy_ital_m,The Spicy Italian Pizza,Garlic,10.0,M
spicy_ital_s,The Spicy Italian Pizza,Capocollo,50.0,S
spicy_ital_s,The Spicy Italian Pizza,Tomatoes,10.0,S
spicy_ital_s,The Spicy Italian Pizza,Goat Cheese,20.0,S
spicy_ital_s,The Spicy Italian Pizza,Artichokes,10.0,S
spicy_ital_s,The Spicy Italian Pizza,Peperoncini verdi,5.0,S
spicy_ital_s,The Spicy Italian Pizza,Garlic,5.0,S
spin_pesto_l,The Spinach Pesto Pizza,Spinach,45.0,L
spin_pesto_l,The Spinach Pesto Pizza,Artichokes,20.0,L
spin_pesto_l,The Spinach Pesto Pizza,Tomatoes,30.0,L
spin_pesto_l,The Spinach Pesto Pizza,Sun-dried Tomatoes,15.0,L
spin_pesto_l,The Spinach Pesto Pizza,Garlic,15.0,L
spin_pesto_l,The Spinach Pesto Pizza,Pesto Sauce,30.0,L
spin_pesto_m,The Spinach Pesto Pizza,Spinach,30.0,M
spin_pesto_m,The Spinach Pesto Pizza,Artichokes,15.0,M
spin_pesto_m,The Spinach Pesto Pizza,Tomatoes,20.0,M
spin_pesto_m,The Spinach Pesto Pizza,Sun-dried Tomatoes,10.0,M
spin_pesto_m,The Spinach Pesto Pizza,Garlic,10.0,M
spin_pesto_m,The Spinach Pesto Pizza,Pesto Sauce,20.0,M
spin_pesto_s,The Spinach Pesto Pizza,Spinach,15.0,S
spin_pesto_s,The Spinach Pesto Pizza,Artichokes,10.0,S
spin_pesto_s,The Spinach Pesto Pizza,Tomatoes,10.0,S
spin_pesto_s,The Spinach Pesto Pizza,Sun-dried Tomatoes,5.0,S
spin_pesto_s,The Spinach Pesto Pizza,Garlic,5.0,S
spin_pesto_s,The Spinach Pesto Pizza,Pesto Sauce,10.0,S
spinach_fet_l,The Spinach and Feta Pizza,Spinach,45.0,L
spinach_fet_l,The Spinach and Feta Pizza,Mushrooms,60.0,L
spinach_fet_l,The Spinach and Feta Pizza,Red Onions,60.0,L
spinach_fet_l,The Spinach and Feta Pizza,Feta Cheese,40.0,L
spinach_fet_l,The Spinach and Feta Pizza,Garlic,15.0,L
spinach_fet_m,The Spinach and Feta Pizza,Spinach,30.0,M
spinach_fet_m,The Spinach and Feta Pizza,Mushrooms,40.0,M
spinach_fet_m,The Spinach and Feta Pizza,Red Onions,40.0,M
spinach_fet_m,The Spinach and Feta Pizza,Feta Cheese,20.0,M
spinach_fet_m,The Spinach and Feta Pizza,Garlic,10.0,M
spinach_fet_s,The Spinach and Feta Pizza,Spinach,15.0,S
spinach_fet_s,The Spinach and Feta Pizza,Mushrooms,20.0,S
spinach_fet_s,The Spinach and Feta Pizza,Red Onions,20.0,S
spinach_fet_s,The Spinach and Feta Pizza,Feta Cheese,10.0,S
spinach_fet_s,The Spinach and Feta Pizza,Garlic,5.0,S
spinach_supr_l,The Spinach Supreme Pizza,Spinach,45.0,L
spinach_supr_l,The Spinach Supreme Pizza,Red Onions,60.0,L
spinach_supr_l,The Spinach Supreme Pizza,Pepperoni,60.0,L
spinach_supr_l,The Spinach Supreme Pizza,Tomatoes,30.0,L
spinach_supr_l,The Spinach Supreme Pizza,Artichokes,20.0,L
spinach_supr_l,The Spinach Supreme Pizza,Kalamata Olives,15.0,L
spinach_supr_l,The Spinach Supreme Pizza,Garlic,15.0,L
spinach_supr_l,The Spinach Supreme Pizza,Asiago Cheese,30.0,L
spinach_supr_m,The Spinach Supreme Pizza,Spinach,30.0,M
spinach_supr_m,The Spinach Supreme Pizza,Red Onions,40.0,M
spinach_supr_m,The Spinach Supreme Pizza,Pepperoni,40.0,M
spinach_supr_m,The Spinach Supreme Pizza,Tomatoes,20.0,M
spinach_supr_m,The Spinach Supreme Pizza,Artichokes,15.0,M
spinach_supr_m,The Spinach Supreme Pizza,Kalamata Olives,10.0,M
spinach_supr_m,The Spinach Supreme Pizza,Garlic,10.0,M
spinach_supr_m,The Spinach Supreme Pizza,Asiago Cheese,20.0,M
spinach_supr_s,The Spinach Supreme Pizza,Spinach,15.0,S
spinach_supr_s,The Spinach Supreme Pizza,Red Onions,20.0,S
spinach_supr_s,The Spinach Supreme Pizza,Pepperoni,20.0,S
spinach_supr_s,The Spinach Supreme Pizza,Tomatoes,10.0,S
spinach_supr_s,The Spinach Supreme Pizza,Artichokes,10.0,S
spinach_supr_s,The Spinach Supreme Pizza,Kalamata Olives,5.0,S
spinach_supr_s,The Spinach Supreme Pizza,Garlic,5.0,S
spinach_supr_s,The Spinach Supreme Pizza,Asiago Cheese,10.0,S
thai_ckn_l,The Thai Chicken Pizza,Chicken,150.0,L
thai_ckn_l,The Thai Chicken Pizza,Pineapple,45.0,L
thai_ckn_l,The Thai Chicken Pizza,Tomatoes,30.0,L
thai_ckn_l,The Thai Chicken Pizza,Red Peppers,15.0,L
thai_ckn_l,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,30.0,L
thai_ckn_m,The Thai Chicken Pizza,Chicken,100.0,M
thai_ckn_m,The Thai Chicken Pizza,Pineapple,30.0,M
thai_ckn_m,The Thai Chicken Pizza,Tomatoes,20.0,M
thai_ckn_m,The Thai Chicken Pizza,Red Peppers,10.0,M
thai_ckn_m,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,20.0,M
thai_ckn_s,The Thai Chicken Pizza,Chicken,50.0,S
thai_ckn_s,The Thai Chicken Pizza,Pineapple,15.0,S
thai_ckn_s,The Thai Chicken Pizza,Tomatoes,10.0,S
thai_ckn_s,The Thai Chicken Pizza,Red Peppers,5.0,S
thai_ckn_s,The Thai Chicken Pizza,Thai Sweet Chilli Sauce,10.0,S
the_greek_l,The Greek Pizza,Kalamata Olives,15.0,L
the_greek_l,The Greek Pizza,Feta Cheese,40.0,L
the_greek_l,The Greek Pizza,Tomatoes,30.0,L
the_greek_l,The Greek Pizza,Garlic,15.0,L
the_greek_l,The Greek Pizza,Beef Chuck Roast,100.0,L
the_greek_l,The Greek Pizza,Red Onions,60.0,L
the_greek_m,The Greek Pizza,Kalamata Olives,10.0,M
the_greek_m,The Greek Pizza,Feta Cheese,20.0,M
the_greek_m,The Greek Pizza,Tomatoes,20.0,M
the_greek_m,The Greek Pizza,Garlic,10.0,M
the_greek_m,The Greek Pizza,Beef Chuck Roast,70.0,M
the_greek_m,The Greek Pizza,Red Onions,40.0,M
the_greek_s,The Greek Pizza,Kalamata Olives,5.0,S
the_greek_s,The Greek Pizza,Feta Cheese,10.0,S
the_greek_s,The Greek Pizza,Tomatoes,10.0,S
the_greek_s,The Greek Pizza,Garlic,5.0,S
the_greek_s,The Greek Pizza,Beef Chuck Roast,50.0,S
the_greek_s,The Greek Pizza,Red Onions,20.0,S
the_greek_xl,The Greek Pizza,Kalamata Olives,20.0,L
the_greek_xl,The Greek Pizza,Feta Cheese,60.0,L
the_greek_xl,The Greek Pizza,Tomatoes,40.0,L
the_greek_xl,The Greek Pizza,Garlic,20.0,L
the_greek_xl,The Greek Pizza,Beef Chuck Roast,150.0,L
the_greek_xl,The Greek Pizza,Red Onions,80.0,L
the_greek_xxl,The Greek Pizza,Kalamata Olives,25.0,L
the_greek_xxl,The Greek Pizza,Feta Cheese,80.0,L
the_greek_xxl,The Greek Pizza,Tomatoes,50.0,L
the_greek_xxl,The Greek Pizza,Garlic,25.0,L
the_greek_xxl,The Greek Pizza,Beef Chuck Roast,200.0,L
the_greek_xxl,The Greek Pizza,Red Onions,100.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Mushrooms,60.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Tomatoes,30.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Peppers,15.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Green Peppers,20.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Red Onions,60.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Zucchini,30.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Spinach,45.0,L
veggie_veg_l,The Vegetables + Vegetables Pizza,Garlic,15.0,L
veggie_veg_m,The Vegetables + Vegetables Pizza,Mushrooms,40.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Tomatoes,20.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Peppers,10.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Green Peppers,15.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Red Onions,40.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Zucchini,20.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Spinach,30.0,M
veggie_veg_m,The Vegetables + Vegetables Pizza,Garlic,10.0,M
veggie_veg_s,The Vegetables + Vegetables Pizza,Mushrooms,20.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Tomatoes,10.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Peppers,5.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Green Peppers,20.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Red Onions,20.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Zucchini,10.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Spinach,15.0,S
veggie_veg_s,The Vegetables + Vegetables Pizza,Garlic,5.0,S
